"fips","YearData","govid_14","Name","STATEAB","demshare_fg","demshare_oc","demshare_gh","mayor_party","runnerup_party","mayor_votes","runnerup_votes","mayor_name","runnerup_name","winner_pid","runner1_pid","winnervotes","runner1_votes","winner","runner1","population_est","elec_source","winner_cf_party","runnerup_cf_party","winner_pid_check","runnerup_pid_check","winner_pid_gh","runnerup_pid_gh","elecdate","month","gh_oc","gh_fg","oc_fg","mayor_party_final","pass_mayor","mayor_votes_final","runnerup_party_final","pass_runnerup","runnerup_votes_final","demshare","fail","elec_index","STATE","ID","FIPS_PLACE_ID","JURIS","fog","initiative","partisan","referendum","termlength","termlimits","STATEFIP","mayor_name_final","runnerup_name_final"
107000,1961,12037003,"BIRMINGHAM CITY","AL",NA,NA,NA,"D","D",21133,17364,"Arthur J. Hayes","Tom Kim",NA,NA,NA,NA,NA,NA,336889.3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,"D",-1,21133,"D",-1,17364,NA,NA,662,"AL",183884,7000,"City of Birmingham",1,1,0,0,4,0,1,"arthur hayes","tom kim"
107000,1963,12037003,"BIRMINGHAM CITY","AL",NA,NA,NA,"D","D",29623,21540,"Albert Boutwell","Eugene Bull Connor","D","D",29630,21648,"Albert Boutwell","Eugene 'Bull' Connor",328893.9,"<a href=""http://news.google.com/newspapers?id=WxEdAAAAIBAJ&amp;sjid=8poEAAAAIBAJ&amp;pg=5236,177035&amp;dq=boutwell+mayor&amp;hl=en"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,1963-04-02,4,NA,NA,NA,"D",1,29623,"D",1,21540,NA,NA,663,"AL",183884,7000,"City of Birmingham",1,1,0,0,4,0,1,"albert boutwell","eugene bull connor"
107000,1967,12037003,"BIRMINGHAM CITY","AL",NA,-0.03118582,NA,"R","",27709,25338,"George Seibels, Jr.","George Young","R","D",28709,25338,"George Seibels, Jr.","George Young",312903.1,"<a href=""http://news.google.com/newspapers?id=x04aAAAAIBAJ&amp;sjid=hCQEAAAAIBAJ&amp;pg=7050,2478996&amp;dq=boutwell+mayor&amp;hl=en"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,1967-10-31,10,NA,NA,NA,"R",1,27709,"D",-1,25338,0.477651894,NA,664,"AL",183884,7000,"City of Birmingham",1,1,0,0,4,0,1,"george seibels","george young"
107000,1971,12037003,"BIRMINGHAM CITY","AL",-0.1334505,NA,NA,"R","D",37124,21482,"George Seibels, Jr.","George Young",NA,NA,NA,NA,NA,NA,299604,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",-1,37124,"D",-1,21482,0.3665495,NA,665,"AL",183884,7000,"City of Birmingham",1,1,0,0,4,0,1,"george seibels","george young"
107000,1975,12037003,"BIRMINGHAM CITY","AL",0.009416983,NA,NA,"D","R",31700,30528,"David Vann","George Seibels, Jr.",NA,NA,NA,NA,NA,NA,285979.5,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"D",-1,31700,"R",-1,30528,0.509416983,NA,666,"AL",183884,7000,"City of Birmingham",1,1,0,0,4,0,1,"david vann","george seibels"
107000,1979,12037003,"BIRMINGHAM CITY","AL",0.011310978,NA,NA,"D","R",44798,42816,"Richard Arrington","Frank Parsons","NP","NP",44859,42814,"Richard Arrington, Jr.","Frank Parsons",283385.5,"<a href=""http://www.bhamwiki.com/w/1979_Birmingham_mayoral_election"" target=""_blank"" >[Link]</a>","D",NA,NA,NA,NA,NA,1979-10-30,10,NA,NA,NA,"D",1,44798,"R",-1,42816,0.511310978,NA,667,"AL",183884,7000,"City of Birmingham",1,1,0,0,4,0,1,"richard arrington","frank parsons"
107000,1983,12037003,"BIRMINGHAM CITY","AL",0.101644379,NA,NA,"D","R",57004,37743,"Richard Arrington","John Katapodis","NP","NP",56967,37608,"Richard Arrington, Jr.(I)","John Katopodis",283239,"<a href=""http://www.bhamwiki.com/w/1983_Birmingham_mayoral_election"" target=""_blank"" >[Link]</a>","D",NA,"D","R",NA,NA,1983-10-11,10,NA,NA,NA,"D",1,57004,"R",1,37743,0.601644379,NA,668,"AL",183884,7000,"City of Birmingham",1,1,0,0,4,0,1,"richard arrington","john katapodis"
107000,1987,12037003,"BIRMINGHAM CITY","AL",NA,NA,NA,"D","",51909,28825,"Richard Arrington","Robert C. Mckee","NP","R",51850,28642,"Richard Arrington, Jr.(I)","Bob McKee",277395.5,"<a href=""http://www.bhamwiki.com/w/1987_Birmingham_mayoral_election"" target=""_blank"" >[Link]</a>","D",NA,"D","R",NA,NA,1987-10-13,11,NA,NA,NA,"D",1,51909,"R",1,28825,0.642963312,NA,669,"AL",183884,7000,"City of Birmingham",1,1,0,0,4,0,1,"richard arrington","robert mckee"
107000,1991,12037003,"BIRMINGHAM CITY","AL",NA,NA,NA,"D","D",47423,23870,"Richard Arrington","Emory Anthony","NP","D",47419,23867,"Richard Arrington, Jr.(I)","Emory Anthony, Jr.",265722,"<a href=""http://www.bhamwiki.com/w/1991_Birmingham_mayoral_election"" target=""_blank"" >[Link]</a>","D",NA,NA,NA,NA,NA,1991-10-08,10,NA,NA,NA,"D",1,47423,"D",1,23870,NA,NA,670,"AL",183884,7000,"City of Birmingham",1,1,0,0,4,0,1,"richard arrington","emory anthony"
107000,1995,12037003,"BIRMINGHAM CITY","AL",NA,NA,NA,"D","D",28602,16399,"Richard Arrington","Emory Anthony","NP","D",28595,16390,"Richard Arrington, Jr.(I)","Emory Anthony, Jr.",261763.5,"<a href=""http://www.bhamwiki.com/w/1995_Birmingham_mayoral_election"" target=""_blank"" >[Link]</a>","D",NA,NA,NA,NA,NA,1995-10-10,10,NA,NA,NA,"D",1,28602,"D",1,16399,NA,NA,671,"AL",183884,7000,"City of Birmingham",1,1,0,0,4,0,1,"richard arrington","emory anthony"
107000,1999,12037003,"BIRMINGHAM CITY","AL",NA,NA,NA,"D","D",32169,31033,"Bernard Kincaid","William A. Bell","D","D",32169,31033,"Bernard Kincaid","William Bell(I)",247908.5,"Mobile Register, 11/3/1999","D","D",NA,NA,NA,NA,1999-11-02,11,NA,NA,NA,"D",1,32169,"D",1,31033,NA,NA,672,"AL",183884,7000,"City of Birmingham",1,1,0,1,4,0,1,"bernard kincaid","william bell"
107000,2003,12037003,"BIRMINGHAM CITY","AL",NA,NA,NA,"D","D",25459,21383,"Bernard Kincaid","Carole Smitherman","D","D",25459,21383,"Bernard Kincaid(I)","Carole C. Smitherman",236771.6667,"<a href=""http://voternewsnetwork.com/VNN/newsletters/printablenovember03.html"" target=""_blank"" >[Link]</a>","D",NA,NA,NA,NA,NA,2003-11-04,11,NA,NA,NA,"D",1,25459,"D",1,21383,NA,NA,673,"AL",183884,7000,"City of Birmingham",1,1,0,1,4,0,1,"bernard kincaid","carole smitherman"
107000,2007,12037003,"BIRMINGHAM CITY","AL",NA,NA,NA,"D","D",26227,15392,"Larry Langford","Patrick Cooper","D","NP",26227,15392,"Larry Langford","Patrick C. Cooper",229800,"<a href=""http://www.myfoxal.com/myfox/pages/Home/Detail?contentId=4589959&amp;version=28&amp;locale=EN-US&amp;layoutCode=TSTY&amp;pageId=1.1.1"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2007-10-09,NA,NA,NA,NA,"D",1,26227,"D",-1,15392,NA,NA,674,"AL",183884,7000,"City of Birmingham",1,1,0,1,4,0,1,"larry langford","patrick cooper"
107000,2010,12037003,"BIRMINGHAM CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NP",25354,21979,"William Bell","Patrick C. Cooper",212237,"","D",NA,NA,NA,NA,NA,2010-01-19,NA,NA,NA,NA,"D",1,25354,"0",NA,21979,NA,NA,675,"AL",183884,7000,"City of Birmingham",1,1,0,1,4,0,1,"william bell","patrick cooper"
107000,2011,12037003,"BIRMINGHAM CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NP",15942,655,"William Bell(I)","Patricia Bell",212237,"<a href=""http://blog.al.com/spotnews/2011/08/birmingham_mayor_william_bell_29.html"" target=""_blank"" >[Link]</a>","D",NA,NA,NA,NA,NA,2011-08-23,NA,NA,NA,NA,"D",1,15942,"0",NA,655,NA,NA,676,"AL",183884,7000,"City of Birmingham",1,1,0,1,4,0,1,"william bell","patricia bell"
107000,2013,12037003,"BIRMINGHAM CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NP",20136,2656,"William Bell(I)","Adlai M. Trone",NA,"<a href=""http://ftpcontent4.worldnow.com/wbrc/docs/UnofficialResults2013Election.pdf"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2013-08-27,NA,NA,NA,NA,"D",-1,20136,"0",NA,2656,NA,NA,677,"AL",183884,7000,"City of Birmingham",1,1,0,1,4,0,1,"william bell","adlai trone"
120104,2004,12052002,"DECATUR CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NP","NP",7981,3665,"Don Kyle","Lynn Fowler(I)",54586.33333,"<a href=""http://www.al.com/election/coverage/local.ssf?municipal_runoffs/decatur.html"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2004-09-14,NA,NA,NA,NA,"0",NA,7981,"0",NA,3665,NA,NA,1600,"AL",183976,20104,"City of Decatur",1,NA,0,0,4,0,1,"don kyle","lynn fowler"
120104,2008,12052002,"DECATUR CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NP","NP",5225,4908,"Don Stanford","Don Kyle(I)",55721.66667,"<a href=""http://www.al.com/news/huntsvilletimes/index.ssf?/base/news/1219828515310940.xml&amp;coll=1"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2008-08-26,NA,NA,NA,NA,"0",NA,5225,"0",NA,4908,NA,NA,1601,"AL",183976,20104,"City of Decatur",1,NA,0,0,4,0,1,"don stanford","don kyle"
121184,1965,NA,NA,NA,NA,NA,NA,"","",3423,2018,"Earle C. Moody","J.B. Mc Collough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"0",NA,3423,"0",NA,2018,NA,NA,7503,"AL",184147,21184,"City of Dothan",2,1,0,1,4,0,1,"earle moody","jb mccollough"
121184,1969,NA,NA,NA,NA,NA,NA,"","R",3665,2687,"L. Roy Driggers","James W. Grant Iii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"0",NA,3665,"R",-1,2687,NA,NA,7722,"AL",184147,21184,"City of Dothan",2,1,0,1,4,0,1,"l roy driggers","james grant"
121184,1973,12035004,"DOTHAN CITY","AL",NA,NA,NA,"R","",5109,2601,"James W. Grant Iii","L. Roy Driggers",NA,NA,NA,NA,NA,NA,39508.75,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"R",-1,5109,"0",NA,2601,NA,NA,1730,"AL",184147,21184,"City of Dothan",2,1,0,1,4,0,1,"james grant","l roy driggers"
121184,1977,12035004,"DOTHAN CITY","AL",NA,NA,NA,"R","",3129,2886,"James W. Grant Iii","Critt Snellgrove",NA,NA,NA,NA,NA,NA,44828.5,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"R",-1,3129,"0",NA,2886,NA,NA,1731,"AL",184147,21184,"City of Dothan",2,1,0,1,4,0,1,"james grant","critt snellgrove"
121184,1981,12035004,"DOTHAN CITY","AL",NA,NA,NA,"R","R",5487,4666,"Kenneth Everett","James W. Grant Iii",NA,NA,NA,NA,NA,NA,49596,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"R",-1,5487,"R",-1,4666,NA,NA,1732,"AL",184147,21184,"City of Dothan",2,1,0,1,4,0,1,"kenneth everett","james grant"
121184,1985,12035004,"DOTHAN CITY","AL",NA,NA,NA,"R","R",5054,3981,"Larry Register","James W. Grant Iii",NA,NA,NA,NA,NA,NA,52052,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"R",-1,5054,"R",-1,3981,NA,NA,1733,"AL",184147,21184,"City of Dothan",2,1,0,1,4,0,1,"larry register","james grant"
121184,1989,12035004,"DOTHAN CITY","AL",NA,NA,NA,"R","",7896,5130,"Alfred Saliba","Matt Bullard",NA,NA,NA,NA,NA,NA,53704.5,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,"R",-1,7896,"0",NA,5130,NA,NA,1734,"AL",184147,21184,"City of Dothan",2,0,0,1,4,0,1,"alfred saliba","matt bullard"
121184,1993,12035004,"DOTHAN CITY","AL",NA,NA,NA,"R","R",5587,1477,"Alfred Saliba","James Wilson Iii",NA,NA,NA,NA,NA,NA,54487.5,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"R",-1,5587,"R",-1,1477,NA,NA,1735,"AL",184147,21184,"City of Dothan",2,0,0,1,4,0,1,"alfred saliba","james wilson"
121184,1997,12035004,"DOTHAN CITY","AL",0.01785057,NA,NA,"D","R",5628,5240,"Chester Sowell","Alfred Saliba",NA,NA,NA,NA,NA,NA,56506.5,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"D",-1,5628,"R",-1,5240,0.51785057,NA,1736,"AL",184147,21184,"City of Dothan",2,0,0,1,4,0,1,"chester sowell","alfred saliba"
121184,2001,NA,NA,NA,NA,NA,NA,"D","",7903,2614,"Chester Sowell","Matt Bullard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"D",-1,7903,"0",NA,2614,NA,NA,8879,"AL",184147,21184,"City of Dothan",2,0,0,0,4,0,1,"chester sowell","matt bullard"
121184,2005,12035004,"DOTHAN CITY","AL",-0.082543978,NA,NA,"R","D",6027,4319,"Pat Thomas","Chester Sowell",NA,NA,NA,NA,NA,NA,62713,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"R",-1,6027,"D",-1,4319,0.417456022,NA,1737,"AL",184147,21184,"City of Dothan",2,0,0,0,4,0,1,"pat thomas","chester sowell"
126896,1988,NA,NA,NA,NA,NA,NA,"D","R",4358,NA,"James E. Frost","Clyde Bohannon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,4358,"R",-1,NA,NA,NA,8031,"AL",183986,26896,"City of Florence",1,0,0,1,4,0,1,"james frost","clyde bohannon"
126896,1992,NA,NA,NA,NA,NA,NA,"D","",4765,NA,"James E. Frost","George Hibbett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,4765,"0",NA,NA,NA,NA,8140,"AL",183986,26896,"City of Florence",1,0,0,1,4,0,1,"james frost","george hibbett"
126896,2000,NA,NA,NA,NA,NA,NA,"D","",5273,NA,"James E. Frost","Woodrow Wright",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,5273,"0",NA,NA,NA,NA,8750,"AL",183986,26896,"City of Florence",1,0,0,1,4,0,1,"james frost","woodrow wright"
126896,2004,12039001,"FLORENCE CITY","AL",NA,NA,NA,"R","",7305,NA,"Bobby E. Irons","Van Morgan",NA,NA,NA,NA,NA,NA,36258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",-1,7305,"0",NA,NA,NA,NA,2201,"AL",183986,26896,"City of Florence",1,0,0,1,4,0,1,"bobby irons","van morgan"
135896,2004,12037801,"HOOVER CITY","AL",NA,NA,NA,"R","",7149,4131,"Tony Petelos","Jody Crayton Patterson","R","NP",7148,4137,"Tony Petelos","Jody Patterson",66401,"<a href=""http://www.al.com/election/coverage/local.ssf?municipal_runoffs/hoover.html"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2004-09-14,8,NA,NA,NA,"R",1,7149,"0",NA,4131,NA,NA,2851,"AL",183913,35896,"HOOVER",1,NA,0,NA,4,0,1,"tony petelos","jody crayton patterson"
135896,2008,12037801,"HOOVER CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",NA,1,NA,"Tony Petelos(I)",NA,73787.66667,"<a href=""http://blog.al.com/birmingham-elections/2008/07/hoover_mayor_and_5_of_7_city_c.html"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2008-08-26,NA,NA,NA,NA,"R",-1,1,"0",NA,NA,NA,NA,2852,"AL",183913,35896,"HOOVER",1,NA,0,NA,4,0,1,"tony petelos",NA
137000,1948,NA,NA,NA,NA,NA,NA,"","",1367,1305,"A. W. Mcallister","R. B. Searcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"0",NA,1367,"0",NA,1305,NA,NA,6916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a mcallister","r searcy"
137000,1952,NA,NA,NA,NA,NA,NA,"","",1563,1515,"R.B. Searcy","A. W. Mcallister",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"0",NA,1563,"0",NA,1515,NA,NA,7046,"AL",184035,37000,"City of Huntsville",1,0,0,0,4,0,1,"rb searcy","a mcallister"
137000,1956,NA,NA,NA,NA,NA,NA,"","",4934,1703,"R.B. Searcy","Joe S. Foster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"0",NA,4934,"0",NA,1703,NA,NA,7134,"AL",184035,37000,"City of Huntsville",1,0,0,0,4,0,1,"rb searcy","joe foster"
137000,1960,12045001,"HUNTSVILLE CITY","AL",NA,NA,NA,"","",5157,3462,"R.B. Searcy","William Fowler",NA,NA,NA,NA,NA,NA,72365,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"0",NA,5157,"0",NA,3462,NA,NA,2883,"AL",184035,37000,"City of Huntsville",1,0,0,0,4,0,1,"rb searcy","william fowler"
137000,1964,12045001,"HUNTSVILLE CITY","AL",NA,NA,NA,"","",10897,8132,"Glenn H. Hearn","Chris Spurlock",NA,NA,NA,NA,NA,NA,99131.8,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"0",NA,10897,"0",NA,8132,NA,NA,2884,"AL",184035,37000,"City of Huntsville",1,0,0,0,4,0,1,"glenn hearn","chris spurlock"
137000,1968,12045001,"HUNTSVILLE CITY","AL",NA,NA,NA,"","",18598,11149,"Joe W. Davis","Chris Spurlock",NA,NA,NA,NA,NA,NA,125898.6,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"0",NA,18598,"0",NA,11149,NA,NA,2885,"AL",184035,37000,"City of Huntsville",1,0,0,0,4,0,1,"joe davis","chris spurlock"
137000,1972,12045001,"HUNTSVILLE CITY","AL",NA,NA,NA,"","",18462,9360,"Joe W. Davis","Glenn H. Hearn",NA,NA,NA,NA,NA,NA,138516,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"0",NA,18462,"0",NA,9360,NA,NA,2886,"AL",184035,37000,"City of Huntsville",1,0,0,0,4,0,1,"joe davis","glenn hearn"
137000,1976,12045001,"HUNTSVILLE CITY","AL",NA,NA,NA,"","",14666,7625,"Joe W. Davis","Leon Crawford",NA,NA,NA,NA,NA,NA,136419,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,"0",NA,14666,"0",NA,7625,NA,NA,2887,"AL",184035,37000,"City of Huntsville",1,0,0,0,4,0,1,"joe davis","leon crawford"
137000,1980,12045001,"HUNTSVILLE CITY","AL",NA,NA,NA,"","",17399,11504,"Joe W. Davis","Jane Marby",NA,NA,NA,NA,NA,NA,142513,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"0",NA,17399,"0",NA,11504,NA,NA,2888,"AL",184035,37000,"City of Huntsville",1,0,0,0,4,0,1,"joe davis","jane marby"
137000,1984,12045001,"HUNTSVILLE CITY","AL",NA,NA,NA,"","",15608,11203,"Joe W. Davis","Jane Marby",NA,NA,NA,NA,NA,NA,147474,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"0",NA,15608,"0",NA,11203,NA,NA,2889,"AL",184035,37000,"City of Huntsville",1,0,0,0,4,0,1,"joe davis","jane marby"
137000,1988,12045001,"HUNTSVILLE CITY","AL",0.152068984,NA,NA,"D","R",24047,12831,"Steve R. Hettinger","Tommy Battle",NA,NA,NA,NA,NA,NA,159450,NA,NA,"R",NA,NA,NA,NA,NA,9,NA,NA,NA,"D",-1,24047,"R",1,12831,0.652068984,NA,2890,"AL",184035,37000,"City of Huntsville",1,0,0,0,4,0,1,"steve hettinger","tommy battle"
137000,1992,12045001,"HUNTSVILLE CITY","AL",NA,NA,NA,"D","",20562,18205,"Steve R. Hettinger","Jimmy Wall, Jr.","D","NP",20562,18205,"Steve Hettinger(I)","Jimmy Wall, Jr.",161554,"<a href=""http://www.hsvcity.com/elected_officials.php"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,1992-09-15,9,NA,NA,NA,"D",1,20562,"0",NA,18205,NA,NA,2891,"AL",184035,37000,"City of Huntsville",1,0,0,1,4,0,1,"steve hettinger","jimmy wall"
137000,1996,12045001,"HUNTSVILLE CITY","AL",NA,NA,NA,"D","",22634,11878,"Loretta Spencer","Larry Mullins","NP","NP",22634,11878,"Loretta Spencer","Larry D. Mullins",170424,"<a href=""http://www.hsvcity.com/elected_officials.php"" target=""_blank"" >[Link]</a>","R","R","R","NP",NA,NA,1996-09-17,9,NA,NA,NA,"R",0,22634,"R",-1,11878,NA,1,2892,"AL",184035,37000,"City of Huntsville",1,0,0,1,4,0,1,"loretta spencer","larry mullins"
137000,2000,12045001,"HUNTSVILLE CITY","AL",0.116224387,NA,NA,"D","R",14676,9140,"Loretta Spencer","Herb Dixon","NP","R",14696,9140,"Loretta Spencer(I)","Herb Dixon",158216,"<a href=""http://www.hsvcity.com/elected_officials.php"" target=""_blank"" >[Link]</a>","R","R","R",NA,NA,NA,2000-08-22,8,NA,NA,NA,"R",0,14676,"R",1,9140,NA,1,2893,"AL",184035,37000,"City of Huntsville",1,0,0,1,4,0,1,"loretta spencer","herb dixon"
137000,2004,12045001,"HUNTSVILLE CITY","AL",NA,NA,NA,"D","D",20661,16833,"Loretta Spencer","Parker Griffith","NP","R",20652,16827,"Loretta Spencer(I)","Parker Griffith",165054,"<a href=""http://www.al.com/election/coverage/local.ssf?municipal/huntsville.html"" target=""_blank"" >[Link]</a>","R",NA,"NP","D",NA,NA,2004-09-14,9,NA,NA,NA,"NP",0,20661,"D",0,16833,NA,1,2894,"AL",184035,37000,"City of Huntsville",1,0,0,0,4,0,1,"loretta spencer","parker griffith"
137000,2008,12045001,"HUNTSVILLE CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NP","NP",21123,16821,"Tommy Battle","Loretta Spencer(I)",174253,"<a href=""http://blog.al.com/breaking/2008/10/battles_victory_over_spencer_d.html"" target=""_blank"" >[Link]</a>","R","R",NA,NA,NA,NA,2008-10-07,NA,NA,NA,NA,"R",-1,21123,"R",-1,16821,NA,NA,2895,"AL",184035,37000,"City of Huntsville",1,0,0,0,4,0,1,"tommy battle","loretta spencer"
150000,2001,12049004,"MOBILE CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","R",26577,16358,"Mike Dow(I)","Bess Rich",196888.5,"",NA,"R",NA,NA,NA,NA,2001-08-28,NA,NA,NA,NA,"D",-1,26577,"R",1,16358,0.619005473,NA,4064,"AL",207773,50000,"City of Mobile",1,1,0,0,4,0,1,"mike dow","bess rich"
150000,2005,12049004,"MOBILE CITY","AL",NA,0.064711868,NA,NA,NA,NA,NA,NA,NA,"D","R",29967,23099,"Samuel L. Jones","John R. Peavy",191544,"City of Mobile, AL's website at <a href=""http://www.cityofmobile.org/news.php?view=full&amp;news=738"" target=""_blank"" >[Link]</a>",NA,"R",NA,NA,NA,NA,2005-09-13,NA,NA,NA,NA,"D",-1,29967,"R",1,23099,0.564711868,NA,4065,"AL",207773,50000,"City of Mobile",1,1,0,0,4,0,1,"samuel jones","john peavy"
150000,2009,12049004,"MOBILE CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,1,NA,"Samuel L. Jones(I)",NA,193877.6667,"",NA,NA,NA,NA,NA,NA,2009-08-25,NA,NA,NA,NA,"D",-1,1,"0",NA,NA,NA,NA,4066,"AL",207773,50000,"City of Mobile",1,1,0,0,4,0,1,"samuel jones",NA
150000,2013,12049004,"MOBILE CITY","AL",NA,-0.035526042,NA,NA,NA,NA,NA,NA,NA,"R","D",30887,26789,"Sandy Stimpson","Samuel L. Jones(I)",NA,"<a href=""http://local15tv.com/shared/news/features/top-stories/stories/wpmi_sandy-stimpson-wins-mobile-mayoral-race-2545.shtml"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2013-08-27,NA,NA,NA,NA,"R",-1,30887,"D",-1,26789,0.464473958,NA,4067,"AL",207773,50000,"City of Mobile",1,0,0,0,4,0,1,"sandy stimpson","samuel jones"
151000,1977,12051001,"MONTGOMERY CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NP",15937,3545,"Emory M. Folmar","Frank Sego",154838,"<a href=""http://www.montgomeryadvertiser.com/article/20081124/NEWS01/811240310/1007/rss02"" target=""_blank"" >[Link]</a>","R",NA,NA,NA,NA,NA,1977-04-12,NA,NA,NA,NA,"R",1,15937,"0",NA,3545,NA,NA,4092,"AL",128277,51000,"City of Montgomery",1,0,0,0,4,0,1,"emory folmar","frank sego"
151000,1979,12051001,"MONTGOMERY CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",NA,1,NA,"Emory M. Folmar(I)",NA,167245,"","R",NA,NA,NA,NA,NA,1979-10-09,NA,NA,NA,NA,"R",1,1,"0",NA,NA,NA,NA,4093,"AL",128277,51000,"City of Montgomery",1,0,0,0,4,0,1,"emory folmar",NA
151000,1983,12051001,"MONTGOMERY CITY","AL",NA,-0.084114569,NA,NA,NA,NA,NA,NA,NA,"R","D",32711,23290,"Emory M. Folmar(I)","Franklin H. James",182406,"The Oregonian, 10/12/1983","R",NA,NA,NA,NA,NA,1983-10-11,NA,NA,NA,NA,"R",1,32711,"D",-1,23290,0.415885431,NA,4094,"AL",128277,51000,"City of Montgomery",1,0,0,0,4,0,1,"emory folmar","franklin james"
151000,1987,12051001,"MONTGOMERY CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NP",27763,11341,"Emory M. Folmar(I)","James Wilson",193898.5,"<a href=""http://news.google.com/newspapers?id=jV8eAAAAIBAJ&amp;sjid=fMgEAAAAIBAJ&amp;pg=1217,2423591&amp;dq=folmar+votes&amp;hl=en"" target=""_blank"" >[Link]</a>","R","R",NA,NA,NA,NA,1987-10-13,NA,NA,NA,NA,"R",1,27763,"R",-1,11341,NA,NA,4095,"AL",128277,51000,"City of Montgomery",1,0,0,0,4,0,1,"emory folmar","james wilson"
151000,1991,12051001,"MONTGOMERY CITY","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NP",21403,11767,"Emory M. Folmar(I)","James Wilson",188360.75,"Mobile Register, 10/9/1991","R","R",NA,NA,NA,NA,1991-10-08,NA,NA,NA,NA,"R",1,21403,"R",-1,11767,NA,NA,4096,"AL",128277,51000,"City of Montgomery",1,0,0,0,4,0,1,"emory folmar","james wilson"
